----,,,,,,
DateTime:        , 2021/12/20, 15:48:35,1.64003E+12,,,
92,228.3,73.554,1950.99,1950.149,,
93,230.8,73.706,1944.103,1950.657,,
94,233.3,73.403,1949.568,1951.159,,
95,235.8,73.176,1952.345,1951.654,,
96,238.3,73.1,1952.343,1952.141,,
97,240.8,72.797,1957.614,1952.623,,
98,243.3,72.948,1950.916,1953.097,,
99,245.8,72.873,1949.212,1953.565,,
100,250.8,73.933,1955.222,1954.813,,
101,273.3,76.434,1958.614,1956.28,,
102,295.8,77.799,1941.358,1951.53,,
103,318.3,78.179,1939.939,1943.679,,
104,343.3,78.941,1927.923,1933.101,,
105,368.3,79.626,1911.232,1922.32,,
106,395.8,79.857,1908.992,1910.558,,
107,423.3,79.635,1912.658,1899.848,,
108,453.3,79.937,1904.274,1888.979,,
109,483.3,80.4,1891.603,1879.604,,
110,515.8,81.011,1875.207,1870.364,,
111,550.8,81.541,1860.249,1861.337,,
112,585.8,82.147,1842.839,1853.755,,
113,623.3,82.303,1838.813,1846.265,,
114,663.3,82.004,1839.831,1838.786,,
115,705.8,82.156,1833.405,1831.355,,
116,748.3,82.232,1828.241,1824.956,,
117,793.3,82.305,1823.373,1818.474,,
118,840.8,82.759,1810.637,1811.934,,
119,890.8,82.99,1802.098,1805.309,,
120,943.3,83.061,1797.66,1798.582,,
121,998.3,83.361,1787.001,1791.802,,
122,1055.8,83.221,1787.618,1784.917,,
123,1115.8,83.536,1775.135,1778.014,,
124,1178.3,83.778,1766.097,1771.101,,
125,1245.8,84.084,1755.64,1763.413,,
126,1315.8,83.863,1756.363,1755.784,,
127,1388.3,83.866,1751.445,1748.274,,
128,1465.8,83.943,1746.917,1740.167,,
129,1545.8,84.536,1728.877,1732.417,,
130,1630.8,84.598,1725.357,1724.219,,
131,1720.8,84.508,1719.609,1715.667,,
132,1815.8,84.888,1705.866,1706.99,,
133,1913.3,85.04,1699.976,1698.87,,
134,2015.8,84.954,1696.608,1690.561,,
135,2123.3,85.41,1682.033,1682.283,,
136,2238.3,85.486,1675.005,1673.471,,
137,2358.3,84.953,1682.141,1664.766,,
138,2483.3,85.93,1656.572,1656.559,,
139,2615.8,85.999,1648.107,1648.112,,
140,2753.3,86.071,1641.819,1640.072,,
141,2898.3,86.228,1633.486,1631.982,,
142,3050.8,86.987,1613.241,1624.142,,
143,3210.8,86.685,1616.847,1616.34,,
144,3378.3,86.981,1606.623,1608.836,,
145,3555.8,86.822,1604.057,1601.183,,
146,3740.8,87.194,1592.606,1594.084,,
147,3935.8,87.346,1587.321,1587.081,,
148,4140.8,87.796,1575.101,1580.389,,
149,4355.8,88.389,1561.615,1574.093,,
150,4580.8,87.923,1567.078,1567.9,,
151,4818.3,88.224,1560.423,1561.895,,
152,5068.3,88.45,1553.008,1556.158,,
153,5330.8,88.371,1551.928,1550.648,,
154,5605.8,88.599,1547.249,1545.524,,
155,5895.8,88.758,1542.668,1540.559,,
156,6200.8,89.064,1535.753,1535.902,,
157,6520.8,89.303,1531.365,1531.55,,
158,6855.8,89.531,1526.532,1527.518,,
159,7208.3,89.606,1524.474,1523.611,,
160,7578.3,89.244,1529.221,1519.788,,
161,7965.8,89.781,1518.381,1516.435,,
162,8373.3,90.006,1514.761,1513.206,,
163,8800.8,89.83,1516.278,1510.055,,
164,9250.8,89.986,1512.816,1507.075,,
165,9723.3,90.294,1508.649,1504.33,,
166,10220.8,90.917,1496.465,1501.817,,
167,10743.3,90.675,1500.97,1499.231,,
168,11290.8,90.833,1495.442,1496.874,,
169,11865.8,90.687,1497.178,1494.523,,
170,12470.8,90.705,1497.865,1492.258,,
171,13105.8,90.865,1492.879,1490.154,,
172,13773.3,90.875,1492.787,1488.086,,
173,14475.8,91.161,1484.773,1486.155,,
174,15213.3,91.554,1480.265,1484.38,,
175,15988.3,91.264,1481.672,1482.461,,
176,16800.8,91.731,1474.62,1480.83,,
177,17655.8,91.801,1472.692,1479.125,,
178,18553.3,91.32,1477.959,1477.28,,
179,19495.8,92.054,1465.805,1475.834,,
180,20485.8,91.844,1468.202,1474.184,,
181,21525.8,91.514,1471.586,1472.48,,
182,22618.3,91.39,1472.501,1470.849,,
183,23768.3,91.744,1466.815,1469.393,,
184,24975.8,91.152,1474.417,1467.699,,
185,26243.3,91.859,1462.505,1466.439,,
186,27575.8,91.538,1466.788,1464.91,,
187,28975.8,91.694,1464.189,1463.529,,
188,30445.8,91.399,1467.416,1462.04,,
189,31990.8,91.862,1458.193,1460.812,,
190,33613.3,91.503,1463.628,1459.367,,
191,35318.3,92.444,1447.866,1458.365,,
192,37108.3,91.473,1462.387,1456.786,,
193,38990.8,92.162,1450.316,1455.727,,
194,40968.3,91.758,1456.386,1454.379,,
195,43045.8,91.744,1456.075,1453.168,,
196,45228.3,92.017,1450.049,1452.103,,
197,47520.8,91.58,1457.008,1450.836,,
198,49928.3,92.193,1445.409,1449.96,,
199,52458.3,91.523,1456.243,1448.694,,
200,55115.8,91.925,1449.261,1447.82,,
201,57908.3,92.107,1445.653,1446.935,,
202,60843.3,92.156,1443.55,1446.043,,
203,63925.8,91.873,1447.527,1445.078,,
204,67163.3,91.803,1447.932,1444.23,,
205,70565.8,92.147,1443.311,1443.578,,
206,74140.8,92.586,1436.168,1443.017,,
207,77895.8,92.111,1442.289,1442.178,,
208,81840.8,92.118,1440.801,1441.547,,
209,85985.8,91.839,1445.911,1440.863,,
210,90340.8,92.587,1434.755,1440.594,,
211,94915.8,91.547,1449.28,1439.731,,
212,99723.3,92.431,1436.872,1439.592,,
213,104773.3,92.152,1440.948,1439.087,,
214,110078.3,91.888,1442.656,1438.618,,
215,115653.3,92.385,1434.796,1438.46,,
216,121508.3,92.217,1437.943,1438.098,,
217,127660.8,92.201,1437.468,1437.819,,
218,134125.8,92.34,1435.465,1437.624,,
219,140915.8,92.167,1437.657,1437.342,,
220,148050.8,92.327,1435.465,1437.202,,
221,155545.8,91.823,1442.1,1436.842,,
222,163420.8,92.266,1437.314,1436.841,,
223,171695.8,91.571,1445.789,1436.445,,
224,180388.3,92.127,1437.331,1436.515,,
225,189520.8,91.727,1442.84,1436.252,,
226,199115.8,92.155,1435.951,1436.299,,
227,209195.8,92.527,1429.721,1436.338,,
