----,,,,,,
DateTime:        , 2022/01/06, 13:40:13,1.64149E+12,,,
101,273.3,181.357,187.685,187.657,,
102,295.8,181.138,185.697,185.652,,
103,318.3,181.324,183.834,183.398,,
104,343.3,181.03,181.122,180.917,,
105,368.3,181.003,178.782,178.593,,
106,395.8,181.084,175.966,176.177,,
107,423.3,180.861,173.904,173.954,,
108,453.3,180.753,171.346,171.665,,
109,483.3,180.724,169.359,169.568,,
110,515.8,180.839,167.056,167.423,,
111,550.8,180.694,164.846,165.24,,
112,585.8,180.588,163.062,163.251,,
113,623.3,180.623,161.055,161.246,,
114,663.3,180.661,158.849,159.231,,
115,705.8,180.734,156.968,157.223,,
116,748.3,180.813,154.839,155.413,,
117,793.3,180.48,153.637,153.614,,
118,840.8,180.627,151.978,151.834,,
119,890.8,180.445,150.045,150.081,,
120,943.3,180.369,148.798,148.362,,
121,998.3,180.704,147.038,146.688,,
122,1055.8,180.377,145.569,145.059,,
123,1115.8,180.348,144.016,143.481,,
124,1178.3,180.392,142.337,141.955,,
125,1245.8,180.393,140.676,140.369,,
126,1315.8,180.581,139.196,138.854,,
127,1388.3,180.472,137.7,137.409,,
128,1465.8,180.475,136.055,135.933,,
129,1545.8,180.552,134.68,134.534,,
130,1630.8,180.331,133.557,133.119,,
131,1720.8,180.442,131.761,131.703,,
132,1815.8,180.402,129.921,130.295,,
133,1913.3,180.542,129.084,128.983,,
134,2015.8,180.281,127.647,127.682,,
135,2123.3,180.138,126.213,126.398,,
136,2238.3,180.174,125.206,125.075,,
137,2358.3,180.209,123.826,123.794,,
138,2483.3,180.249,122.155,122.557,,
139,2615.8,179.987,120.979,121.307,,
140,2753.3,180.135,120.037,120.112,,
141,2898.3,180.023,118.464,118.922,,
142,3050.8,180.101,117.632,117.747,,
143,3210.8,180.104,116.248,116.595,,
144,3378.3,179.921,115.323,115.472,,
145,3555.8,180.253,113.975,114.347,,
146,3740.8,180.031,113.065,113.27,,
147,3935.8,180.003,111.925,112.205,,
148,4140.8,179.821,111.06,111.163,,
149,4355.8,179.891,110.215,110.154,,
150,4580.8,179.852,109.222,109.182,,
151,4818.3,180.075,108.131,108.226,,
152,5068.3,179.736,107.267,107.293,,
153,5330.8,179.819,106.337,106.392,,
154,5605.8,179.705,105.786,105.528,,
155,5895.8,179.735,104.662,104.684,,
156,6200.8,179.694,103.802,103.867,,
157,6520.8,179.657,103.223,103.082,,
158,6855.8,179.436,102.661,102.332,,
159,7208.3,179.804,101.747,101.604,,
160,7578.3,179.469,100.969,100.901,,
161,7965.8,179.402,100.596,100.225,,
162,8373.3,179.628,99.718,99.567,,
163,8800.8,179.253,99.496,98.929,,
164,9250.8,179.589,98.456,98.304,,
165,9723.3,179.192,98.094,97.694,,
166,10220.8,179.282,97.063,97.093,,
167,10743.3,179.35,96.915,96.508,,
168,11290.8,179.224,95.899,95.938,,
169,11865.8,179.078,95.409,95.377,,
170,12470.8,179.075,94.884,94.821,,
171,13105.8,179.134,94.001,94.276,,
172,13773.3,179.138,93.829,93.738,,
173,14475.8,179.164,92.941,93.204,,
174,15213.3,178.781,92.649,92.676,,
175,15988.3,178.801,92.069,92.156,,
176,16800.8,179.075,91.634,91.651,,
177,17655.8,178.887,91.046,91.148,,
178,18553.3,178.845,90.526,90.655,,
179,19495.8,178.792,89.702,90.171,,
180,20485.8,178.852,89.574,89.698,,
181,21525.8,178.635,88.974,89.235,,
182,22618.3,178.722,88.641,88.784,,
183,23768.3,178.618,88.268,88.342,,
184,24975.8,178.497,87.7,87.916,,
185,26243.3,178.534,87.198,87.506,,
186,27575.8,178.599,87.029,87.111,,
187,28975.8,178.241,86.713,86.729,,
188,30445.8,178.178,86.375,86.366,,
189,31990.8,178.258,85.882,86.021,,
190,33613.3,178.002,85.493,85.692,,
191,35318.3,177.995,85.479,85.382,,
192,37108.3,177.857,85.234,85.09,,
193,38990.8,177.899,84.734,84.816,,
194,40968.3,177.955,84.758,84.561,,
195,43045.8,177.877,84.487,84.323,,
196,45228.3,177.874,84.191,84.103,,
197,47520.8,177.906,84.16,83.9,,
198,49928.3,177.514,83.995,83.71,,
199,52458.3,177.464,83.822,83.537,,
200,55115.8,177.411,83.737,83.38,,
201,57908.3,177.594,83.447,83.237,,
202,60843.3,177.329,83.334,83.104,,
203,63925.8,177.267,83.248,82.984,,
204,67163.3,177.445,82.858,82.878,,
205,70565.8,177.487,82.935,82.78,,
206,74140.8,177.045,82.943,82.687,,
207,77895.8,177.141,82.43,82.606,,
208,81840.8,176.958,82.84,82.531,,
209,85985.8,177.034,82.615,82.464,,
210,90340.8,176.964,82.62,82.403,,
211,94915.8,176.887,82.4,82.346,,
212,99723.3,177.028,82.243,82.296,,
213,104773.3,176.668,82.474,82.246,,
214,110078.3,176.823,82.184,82.204,,
215,115653.3,176.463,82.105,82.162,,
216,121508.3,176.674,82.412,82.127,,
217,127660.8,176.475,82.065,82.091,,
218,134125.8,176.421,81.879,82.06,,
219,140915.8,176.306,81.648,82.03,,
220,148050.8,176.227,82.024,82.003,,
221,155545.8,176.267,81.933,81.978,,
222,163420.8,175.865,81.778,81.952,,
223,171695.8,176.127,81.608,81.933,,
224,180388.3,175.744,81.514,81.91,,
225,189520.8,176.261,81.361,81.895,,
226,199115.8,175.823,81.42,81.875,,
227,209195.8,176.17,81.322,81.862,,
