----,,,,,,
DateTime:        , 2021/12/20, 14:54:18,1.64003E+12,,,
101,273.3,181.422,353.73,351.357,,
102,295.8,181.385,350.209,348.371,,
103,318.3,181.168,347.078,345.333,,
104,343.3,181.09,343.283,341.984,,
105,368.3,181.168,339.117,338.831,,
106,395.8,181.169,334.656,335.478,,
107,423.3,181.058,331.311,332.352,,
108,453.3,180.799,327.541,329.066,,
109,483.3,180.614,325.29,326.016,,
110,515.8,180.694,321.185,322.84,,
111,550.8,180.773,317.349,319.569,,
112,585.8,180.698,314.735,316.555,,
113,623.3,180.622,311.719,313.475,,
114,663.3,180.703,308.371,310.354,,
115,705.8,180.743,305.358,307.22,,
116,748.3,180.633,303.55,304.363,,
117,793.3,180.559,300.354,301.507,,
118,840.8,180.674,297.726,298.672,,
119,890.8,180.6,295.3,295.875,,
120,943.3,180.524,293.275,293.134,,
121,998.3,180.411,290.993,290.46,,
122,1055.8,180.575,288.504,287.871,,
123,1115.8,180.541,286.228,285.372,,
124,1178.3,180.547,284.049,282.972,,
125,1245.8,180.475,281.613,280.509,,
126,1315.8,180.483,279.579,278.179,,
127,1388.3,180.183,277.777,275.978,,
128,1465.8,180.41,275.455,273.771,,
129,1545.8,180.182,273.38,271.71,,
130,1630.8,180.447,271.401,269.671,,
131,1720.8,180.332,269.145,267.67,,
132,1815.8,180.217,267.241,265.723,,
133,1913.3,180.332,265.604,263.945,,
134,2015.8,180.261,263.378,262.221,,
135,2123.3,180.26,261.664,260.559,,
136,2238.3,180.146,259.65,258.879,,
137,2358.3,180.373,257.7,257.286,,
138,2483.3,180.336,256.064,255.773,,
139,2615.8,180.148,253.883,254.265,,
140,2753.3,179.883,252.76,252.838,,
141,2898.3,180.109,251.061,251.428,,
142,3050.8,179.959,249.405,250.039,,
143,3210.8,180.071,248.028,248.678,,
144,3378.3,179.96,246.312,247.346,,
145,3555.8,179.926,245.14,245.994,,
146,3740.8,180.04,243.212,244.684,,
147,3935.8,180.194,241.807,243.37,,
148,4140.8,179.817,240.466,242.054,,
149,4355.8,179.934,238.992,240.748,,
150,4580.8,179.82,237.85,239.456,,
151,4818.3,179.706,236.885,238.143,,
152,5068.3,179.896,235.659,236.828,,
153,5330.8,179.826,234.069,235.518,,
154,5605.8,179.672,233.182,234.218,,
155,5895.8,179.784,231.642,232.91,,
156,6200.8,179.597,230.594,231.603,,
157,6520.8,179.486,229.486,230.31,,
158,6855.8,179.637,228.402,229.043,,
159,7208.3,179.63,227.243,227.781,,
160,7578.3,179.59,226.528,226.538,,
161,7965.8,179.477,225.052,225.322,,
162,8373.3,179.561,224.182,224.123,,
163,8800.8,179.446,223.032,222.953,,
164,9250.8,179.334,222.479,221.803,,
165,9723.3,179.445,221.682,220.689,,
166,10220.8,179.448,220.299,219.604,,
167,10743.3,179.447,219.364,218.559,,
168,11290.8,179.225,218.72,217.559,,
169,11865.8,179.002,218.235,216.599,,
170,12470.8,179.272,217.159,215.682,,
171,13105.8,179.077,216.445,214.811,,
172,13773.3,179.113,215.421,213.985,,
173,14475.8,178.845,215.054,213.198,,
174,15213.3,178.979,214.342,212.466,,
175,15988.3,178.934,212.892,211.779,,
176,16800.8,178.973,212.338,211.143,,
177,17655.8,178.882,211.816,210.546,,
178,18553.3,178.847,211.139,209.995,,
179,19495.8,178.69,210.457,209.484,,
180,20485.8,178.756,209.722,209.015,,
181,21525.8,178.73,209.149,208.582,,
182,22618.3,178.728,208.606,208.183,,
183,23768.3,178.647,208.143,207.812,,
184,24975.8,178.384,207.704,207.469,,
185,26243.3,178.233,207.333,207.155,,
186,27575.8,178.181,206.942,206.863,,
187,28975.8,178.266,206.567,206.594,,
188,30445.8,178.218,206.002,206.344,,
189,31990.8,177.997,205.463,206.106,,
190,33613.3,178.12,205.413,205.885,,
191,35318.3,178.068,204.78,205.674,,
192,37108.3,178.09,204.637,205.474,,
193,38990.8,177.792,204.789,205.276,,
194,40968.3,177.775,204.302,205.087,,
195,43045.8,177.763,203.785,204.903,,
196,45228.3,177.861,203.862,204.724,,
197,47520.8,177.761,203.554,204.544,,
198,49928.3,177.697,203.233,204.367,,
199,52458.3,177.665,203.207,204.19,,
200,55115.8,177.661,202.762,204.012,,
201,57908.3,177.274,202.885,203.829,,
202,60843.3,177.113,202.904,203.646,,
203,63925.8,177.483,202.444,203.468,,
204,67163.3,177.342,202.326,203.282,,
205,70565.8,177.118,202.642,203.091,,
206,74140.8,177.193,202.442,202.901,,
207,77895.8,176.991,202.334,202.704,,
208,81840.8,177.139,201.774,202.508,,
209,85985.8,177.26,201.743,202.308,,
210,90340.8,177.093,201.472,202.101,,
211,94915.8,176.865,201.563,201.889,,
212,99723.3,176.742,201.14,201.674,,
213,104773.3,176.778,201.155,201.458,,
214,110078.3,176.662,201.723,201.237,,
215,115653.3,176.654,200.87,201.014,,
216,121508.3,176.478,200.946,200.787,,
217,127660.8,176.586,200.564,200.56,,
218,134125.8,176.541,200.69,200.33,,
219,140915.8,176.413,200.683,200.097,,
220,148050.8,176.131,200.576,199.861,,
221,155545.8,176.321,199.961,199.63,,
222,163420.8,176.195,200.321,199.396,,
223,171695.8,176.017,199.978,199.162,,
224,180388.3,176.059,199.843,198.931,,
225,189520.8,175.73,199.957,198.699,,
226,199115.8,175.975,199.38,198.476,,
227,209195.8,175.693,199.688,198.25,,
