DateTime:        , 2022/01/06, 14:39:25,1.64149E+12,,,
102,295.8,76.895,971.361,976.585,,
103,318.3,78.021,968.503,977.248,,
104,343.3,78.558,970.44,974.494,,
105,368.3,79.146,966.773,970.278,,
106,395.8,79.595,968.24,965.73,,
107,423.3,80.115,963.593,961.356,,
108,453.3,80.269,962.018,957.261,,
109,483.3,80.868,955.521,953.537,,
110,515.8,81.078,952.555,950.107,,
111,550.8,81.601,947.677,946.741,,
112,585.8,81.595,945.664,943.702,,
113,623.3,81.819,942.486,940.811,,
114,663.3,81.955,939.946,937.908,,
115,705.8,82.4,934.026,934.946,,
116,748.3,82.476,931.363,932.268,,
117,793.3,82.475,929.929,929.652,,
118,840.8,82.473,930.448,926.958,,
119,890.8,82.921,922.661,924.169,,
120,943.3,83.142,919.252,921.341,,
121,998.3,83.068,919.245,918.481,,
122,1055.8,83.213,914.929,915.58,,
123,1115.8,83.433,912.054,912.669,,
124,1178.3,83.879,905.311,909.773,,
125,1245.8,83.504,908.306,906.581,,
126,1315.8,83.878,901.644,903.395,,
127,1388.3,83.878,899.858,900.34,,
128,1465.8,84.094,897.414,897.062,,
129,1545.8,83.864,897.971,893.934,,
130,1630.8,84.162,893.494,890.643,,
131,1720.8,84.679,887.345,887.285,,
132,1815.8,85.124,881.103,883.942,,
133,1913.3,85.266,877.408,880.938,,
134,2015.8,84.447,885.224,877.896,,
135,2123.3,85.271,875.154,874.843,,
136,2238.3,85.646,869.589,871.676,,
137,2358.3,85.348,870.641,868.69,,
138,2483.3,85.796,866.565,865.872,,
139,2615.8,86.175,861.96,863.038,,
140,2753.3,86.097,861.462,860.461,,
141,2898.3,86.325,858.606,857.882,,
142,3050.8,86.704,853.822,855.402,,
143,3210.8,87.075,849.835,853.063,,
144,3378.3,87.066,849.001,850.86,,
145,3555.8,87.067,848.762,848.615,,
146,3740.8,87.516,845.68,846.611,,
147,3935.8,87.584,843.653,844.66,,
148,4140.8,87.205,846.4,842.767,,
149,4355.8,88.024,838.996,841.025,,
150,4580.8,88.036,839.906,839.445,,
151,4818.3,87.961,840.174,837.853,,
152,5068.3,88.343,836.2,836.353,,
153,5330.8,88.791,833.219,834.988,,
154,5605.8,88.579,835.893,833.714,,
155,5895.8,89.1,832.022,832.476,,
156,6200.8,88.948,832.877,831.301,,
157,6520.8,89.245,829.864,830.216,,
158,6855.8,89.831,825.453,829.262,,
159,7208.3,89.826,826.361,828.32,,
160,7578.3,89.755,827.547,827.409,,
161,7965.8,89.982,825.097,826.573,,
162,8373.3,89.69,829.536,825.726,,
163,8800.8,90.731,820.449,824.996,,
164,9250.8,90.406,823.834,824.245,,
165,9723.3,89.831,828.578,823.467,,
166,10220.8,90.498,823.224,822.752,,
167,10743.3,90.698,821.751,822.092,,
168,11290.8,90.844,820.65,821.47,,
169,11865.8,90.915,820.121,820.85,,
170,12470.8,90.678,822.942,820.2,,
171,13105.8,90.904,821.135,819.59,,
172,13773.3,90.879,821.013,818.979,,
173,14475.8,91.145,818.082,818.381,,
174,15213.3,91.229,817.394,817.795,,
175,15988.3,91.153,818.931,817.194,,
176,16800.8,91.078,818.604,816.598,,
177,17655.8,91.283,816.018,816,,
178,18553.3,91.43,814.993,815.411,,
179,19495.8,91.405,815.285,814.803,,
180,20485.8,91.349,814.871,814.177,,
181,21525.8,91.444,815.112,813.55,,
182,22618.3,91.6,812.875,812.919,,
183,23768.3,91.57,812.775,812.254,,
184,24975.8,91.591,811.89,811.584,,
185,26243.3,91.527,811.98,810.897,,
186,27575.8,91.779,808.927,810.214,,
187,28975.8,91.784,808.609,809.503,,
188,30445.8,91.562,809.223,808.757,,
189,31990.8,91.818,806.782,808.028,,
190,33613.3,91.742,806.802,807.266,,
191,35318.3,91.433,807.856,806.464,,
192,37108.3,91.595,806.241,805.688,,
193,38990.8,91.809,803.962,804.905,,
194,40968.3,92.047,801.95,804.117,,
195,43045.8,91.752,803.112,803.274,,
196,45228.3,92.128,801.04,802.477,,
197,47520.8,91.882,800.839,801.625,,
198,49928.3,91.487,803.224,800.751,,
199,52458.3,91.617,802.212,799.918,,
200,55115.8,92.144,796.157,799.125,,
201,57908.3,91.66,799.932,798.247,,
202,60843.3,91.958,796.947,797.439,,
203,63925.8,91.728,797.126,796.595,,
204,67163.3,92.004,795.251,795.806,,
205,70565.8,92.078,793.901,795.013,,
206,74140.8,91.797,795.68,794.202,,
207,77895.8,92.062,792.354,793.459,,
208,81840.8,92.184,790.924,792.725,,
209,85985.8,91.767,794.242,791.963,,
210,90340.8,92.251,790.258,791.31,,
211,94915.8,92.354,788.395,790.65,,
212,99723.3,91.774,792.43,789.952,,
213,104773.3,92.388,786.083,789.397,,
214,110078.3,91.963,789.962,788.776,,
215,115653.3,92.052,789.561,788.234,,
216,121508.3,92.002,787.819,787.712,,
217,127660.8,92.151,787.542,787.242,,
218,134125.8,91.628,790.639,786.739,,
219,140915.8,92.066,787.223,786.36,,
220,148050.8,91.924,787.761,785.958,,
221,155545.8,91.983,787.815,785.606,,
222,163420.8,92.487,781.926,785.328,,
223,171695.8,92.085,785.517,784.989,,
224,180388.3,91.646,788.825,784.671,,
225,189520.8,92.163,785.293,784.47,,
226,199115.8,92.743,779.857,784.302,,
227,209195.8,92.399,783.856,784.065,,
----,,,,,,
